dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1950-10-01,6.367,0.234,Saint Petersburg,Russia,60.27N,29.19E
1950-11-01,1.502,0.444,Saint Petersburg,Russia,60.27N,29.19E
1950-12-01,-2.092,0.447,Saint Petersburg,Russia,60.27N,29.19E
1951-01-01,-8.068,0.214,Saint Petersburg,Russia,60.27N,29.19E
1951-02-01,-7.458,0.421,Saint Petersburg,Russia,60.27N,29.19E
1951-03-01,-6.573,0.383,Saint Petersburg,Russia,60.27N,29.19E
1951-04-01,3.925,0.244,Saint Petersburg,Russia,60.27N,29.19E
1951-05-01,5.574,0.439,Saint Petersburg,Russia,60.27N,29.19E
1951-06-01,12.936,0.467,Saint Petersburg,Russia,60.27N,29.19E
1951-07-01,14.949,0.557,Saint Petersburg,Russia,60.27N,29.19E
1951-08-01,17.586,0.225,Saint Petersburg,Russia,60.27N,29.19E
1951-09-01,12.6,0.396,Saint Petersburg,Russia,60.27N,29.19E
1951-10-01,6.414,0.257,Saint Petersburg,Russia,60.27N,29.19E
1951-11-01,-0.297,0.286,Saint Petersburg,Russia,60.27N,29.19E
1951-12-01,0.111,0.411,Saint Petersburg,Russia,60.27N,29.19E
1952-01-01,-2.321,0.431,Saint Petersburg,Russia,60.27N,29.19E
1952-02-01,-5.049,0.174,Saint Petersburg,Russia,60.27N,29.19E
1952-03-01,-9.986,0.557,Saint Petersburg,Russia,60.27N,29.19E
1952-04-01,3.165,0.332,Saint Petersburg,Russia,60.27N,29.19E
1952-05-01,6.29,0.168,Saint Petersburg,Russia,60.27N,29.19E
1952-06-01,13.043,0.276,Saint Petersburg,Russia,60.27N,29.19E
1952-07-01,16.013,0.305,Saint Petersburg,Russia,60.27N,29.19E
1952-08-01,14.419,0.344,Saint Petersburg,Russia,60.27N,29.19E
1952-09-01,9.294,0.249,Saint Petersburg,Russia,60.27N,29.19E
1952-10-01,3.023,0.2,Saint Petersburg,Russia,60.27N,29.19E
1952-11-01,-0.421,0.287,Saint Petersburg,Russia,60.27N,29.19E
1952-12-01,-2.478,0.375,Saint Petersburg,Russia,60.27N,29.19E
1953-01-01,-6.397,0.285,Saint Petersburg,Russia,60.27N,29.19E
1953-02-01,-11.386,0.598,Saint Petersburg,Russia,60.27N,29.19E
1953-03-01,-2.178,0.314,Saint Petersburg,Russia,60.27N,29.19E
1953-04-01,4.123,0.468,Saint Petersburg,Russia,60.27N,29.19E
1953-05-01,8.143,0.321,Saint Petersburg,Russia,60.27N,29.19E
1953-06-01,16.176,0.358,Saint Petersburg,Russia,60.27N,29.19E
1953-07-01,16.764,0.142,Saint Petersburg,Russia,60.27N,29.19E
1953-08-01,15.512,0.358,Saint Petersburg,Russia,60.27N,29.19E
1953-09-01,9.917,0.237,Saint Petersburg,Russia,60.27N,29.19E
1953-10-01,7.264,0.211,Saint Petersburg,Russia,60.27N,29.19E
1953-11-01,1.685,0.242,Saint Petersburg,Russia,60.27N,29.19E
1953-12-01,-1.542,0.236,Saint Petersburg,Russia,60.27N,29.19E
1954-01-01,-7.832,0.399,Saint Petersburg,Russia,60.27N,29.19E
1954-02-01,-12.115,0.57,Saint Petersburg,Russia,60.27N,29.19E
1954-03-01,-1.855,0.171,Saint Petersburg,Russia,60.27N,29.19E
1954-04-01,0.872,0.425,Saint Petersburg,Russia,60.27N,29.19E
1954-05-01,9.815,0.349,Saint Petersburg,Russia,60.27N,29.19E
1954-06-01,13.705,0.413,Saint Petersburg,Russia,60.27N,29.19E
1954-07-01,17.222,0.179,Saint Petersburg,Russia,60.27N,29.19E
1954-08-01,15.615,0.112,Saint Petersburg,Russia,60.27N,29.19E
1954-09-01,11.711,0.287,Saint Petersburg,Russia,60.27N,29.19E
1954-10-01,5.944,0.122,Saint Petersburg,Russia,60.27N,29.19E
1954-11-01,0.486,0.359,Saint Petersburg,Russia,60.27N,29.19E
1954-12-01,-0.12,0.413,Saint Petersburg,Russia,60.27N,29.19E
1955-01-01,-5.547,0.246,Saint Petersburg,Russia,60.27N,29.19E
1955-02-01,-8.429,0.299,Saint Petersburg,Russia,60.27N,29.19E
1955-03-01,-6.74,0.418,Saint Petersburg,Russia,60.27N,29.19E
1955-04-01,-1.845,0.402,Saint Petersburg,Russia,60.27N,29.19E
1955-05-01,5.385,0.545,Saint Petersburg,Russia,60.27N,29.19E
1955-06-01,11.326,0.363,Saint Petersburg,Russia,60.27N,29.19E
1955-07-01,16.605,0.334,Saint Petersburg,Russia,60.27N,29.19E
1955-08-01,17.937,0.421,Saint Petersburg,Russia,60.27N,29.19E
1955-09-01,13.957,0.17,Saint Petersburg,Russia,60.27N,29.19E
1955-10-01,6.97,0.206,Saint Petersburg,Russia,60.27N,29.19E
1955-11-01,-1.215,0.529,Saint Petersburg,Russia,60.27N,29.19E
1955-12-01,-12.384,0.655,Saint Petersburg,Russia,60.27N,29.19E
1956-01-01,-8.597,0.203,Saint Petersburg,Russia,60.27N,29.19E
1956-02-01,-14.679,0.378,Saint Petersburg,Russia,60.27N,29.19E
1956-03-01,-5.367,0.605,Saint Petersburg,Russia,60.27N,29.19E
1956-04-01,-0.953,0.274,Saint Petersburg,Russia,60.27N,29.19E
1956-05-01,7.687,0.399,Saint Petersburg,Russia,60.27N,29.19E
1956-06-01,15.885,0.289,Saint Petersburg,Russia,60.27N,29.19E
1956-07-01,14.589,0.499,Saint Petersburg,Russia,60.27N,29.19E
1956-08-01,13.236,0.324,Saint Petersburg,Russia,60.27N,29.19E
1956-09-01,8.995,0.173,Saint Petersburg,Russia,60.27N,29.19E
1956-10-01,4.888,0.225,Saint Petersburg,Russia,60.27N,29.19E
1956-11-01,-3.167,0.366,Saint Petersburg,Russia,60.27N,29.19E
1956-12-01,-1.731,0.451,Saint Petersburg,Russia,60.27N,29.19E
1957-01-01,-2.989,0.521,Saint Petersburg,Russia,60.27N,29.19E
1957-02-01,-2.942,0.434,Saint Petersburg,Russia,60.27N,29.19E
1957-03-01,-7.713,0.205,Saint Petersburg,Russia,60.27N,29.19E
1957-04-01,1.445,0.512,Saint Petersburg,Russia,60.27N,29.19E
1957-05-01,8.699,0.19,Saint Petersburg,Russia,60.27N,29.19E
1957-06-01,11.834,0.763,Saint Petersburg,Russia,60.27N,29.19E
1957-07-01,17.717,0.513,Saint Petersburg,Russia,60.27N,29.19E
1957-08-01,15.633,1.039,Saint Petersburg,Russia,60.27N,29.19E
1957-09-01,10.311,0.611,Saint Petersburg,Russia,60.27N,29.19E
1957-10-01,6.117,0.45,Saint Petersburg,Russia,60.27N,29.19E
1957-11-01,1.848,0.27,Saint Petersburg,Russia,60.27N,29.19E
1957-12-01,-1.685,0.25,Saint Petersburg,Russia,60.27N,29.19E
1958-01-01,-7.963,0.468,Saint Petersburg,Russia,60.27N,29.19E
1958-02-01,-9.039,0.353,Saint Petersburg,Russia,60.27N,29.19E
1958-03-01,-8.029,0.425,Saint Petersburg,Russia,60.27N,29.19E
1958-04-01,0.454,0.289,Saint Petersburg,Russia,60.27N,29.19E
1958-05-01,7.666,0.246,Saint Petersburg,Russia,60.27N,29.19E
1958-06-01,12.392,0.425,Saint Petersburg,Russia,60.27N,29.19E
1958-07-01,15.227,0.444,Saint Petersburg,Russia,60.27N,29.19E
1958-08-01,14.385,0.413,Saint Petersburg,Russia,60.27N,29.19E
1958-09-01,10.688,0.27,Saint Petersburg,Russia,60.27N,29.19E
1958-10-01,6.633,0.207,Saint Petersburg,Russia,60.27N,29.19E
1958-11-01,3.463,0.291,Saint Petersburg,Russia,60.27N,29.19E
1958-12-01,-6.735,0.329,Saint Petersburg,Russia,60.27N,29.19E
1959-01-01,-4.614,0.42,Saint Petersburg,Russia,60.27N,29.19E
1959-02-01,-3.457,0.321,Saint Petersburg,Russia,60.27N,29.19E
1959-03-01,-0.812,0.474,Saint Petersburg,Russia,60.27N,29.19E
1959-04-01,2.96,0.458,Saint Petersburg,Russia,60.27N,29.19E
1959-05-01,8.512,0.215,Saint Petersburg,Russia,60.27N,29.19E
1959-06-01,14.715,0.304,Saint Petersburg,Russia,60.27N,29.19E
1959-07-01,17.838,0.332,Saint Petersburg,Russia,60.27N,29.19E
1959-08-01,17.036,0.233,Saint Petersburg,Russia,60.27N,29.19E
1959-09-01,8.884,0.37,Saint Petersburg,Russia,60.27N,29.19E
1959-10-01,4.524,0.254,Saint Petersburg,Russia,60.27N,29.19E
1959-11-01,0.629,0.135,Saint Petersburg,Russia,60.27N,29.19E
1959-12-01,-5.903,0.446,Saint Petersburg,Russia,60.27N,29.19E
1960-01-01,-9.691,0.454,Saint Petersburg,Russia,60.27N,29.19E
1960-02-01,-9.893,0.36,Saint Petersburg,Russia,60.27N,29.19E
1960-03-01,-5.513,0.378,Saint Petersburg,Russia,60.27N,29.19E
1960-04-01,1.607,0.286,Saint Petersburg,Russia,60.27N,29.19E
1960-05-01,9.924,0.46,Saint Petersburg,Russia,60.27N,29.19E
1960-06-01,15.124,0.315,Saint Petersburg,Russia,60.27N,29.19E
1960-07-01,18.398,0.227,Saint Petersburg,Russia,60.27N,29.19E
1960-08-01,15.838,0.443,Saint Petersburg,Russia,60.27N,29.19E
1960-09-01,10.289,0.229,Saint Petersburg,Russia,60.27N,29.19E
1960-10-01,3.227,0.28,Saint Petersburg,Russia,60.27N,29.19E
1960-11-01,-0.35,0.236,Saint Petersburg,Russia,60.27N,29.19E
1960-12-01,0.339,0.578,Saint Petersburg,Russia,60.27N,29.19E
1961-01-01,-3.48,0.402,Saint Petersburg,Russia,60.27N,29.19E
1961-02-01,-0.855,0.208,Saint Petersburg,Russia,60.27N,29.19E
1961-03-01,-0.399,0.301,Saint Petersburg,Russia,60.27N,29.19E
1961-04-01,1.392,0.331,Saint Petersburg,Russia,60.27N,29.19E
1961-05-01,8.994,0.543,Saint Petersburg,Russia,60.27N,29.19E
1961-06-01,16.411,0.352,Saint Petersburg,Russia,60.27N,29.19E
1961-07-01,16.266,0.241,Saint Petersburg,Russia,60.27N,29.19E
1961-08-01,14.942,0.219,Saint Petersburg,Russia,60.27N,29.19E
1961-09-01,10.268,0.189,Saint Petersburg,Russia,60.27N,29.19E
1961-10-01,8.677,0.368,Saint Petersburg,Russia,60.27N,29.19E
1961-11-01,2.295,0.264,Saint Petersburg,Russia,60.27N,29.19E
1961-12-01,-4.406,0.32,Saint Petersburg,Russia,60.27N,29.19E
1962-01-01,-3.222,0.4,Saint Petersburg,Russia,60.27N,29.19E
1962-02-01,-5.647,0.298,Saint Petersburg,Russia,60.27N,29.19E
1962-03-01,-8.257,0.411,Saint Petersburg,Russia,60.27N,29.19E
1962-04-01,4.165,0.307,Saint Petersburg,Russia,60.27N,29.19E
1962-05-01,8.03,0.426,Saint Petersburg,Russia,60.27N,29.19E
1962-06-01,10.935,0.635,Saint Petersburg,Russia,60.27N,29.19E
1962-07-01,14.778,0.275,Saint Petersburg,Russia,60.27N,29.19E
1962-08-01,13.286,0.28,Saint Petersburg,Russia,60.27N,29.19E
1962-09-01,10.347,0.418,Saint Petersburg,Russia,60.27N,29.19E
1962-10-01,6.916,0.369,Saint Petersburg,Russia,60.27N,29.19E
1962-11-01,2.506,0.341,Saint Petersburg,Russia,60.27N,29.19E
1962-12-01,-5.378,0.601,Saint Petersburg,Russia,60.27N,29.19E
1963-01-01,-11.978,0.334,Saint Petersburg,Russia,60.27N,29.19E
1963-02-01,-11.709,0.193,Saint Petersburg,Russia,60.27N,29.19E
1963-03-01,-10.232,0.411,Saint Petersburg,Russia,60.27N,29.19E
1963-04-01,1.897,0.449,Saint Petersburg,Russia,60.27N,29.19E
1963-05-01,12.289,0.31,Saint Petersburg,Russia,60.27N,29.19E
1963-06-01,12.655,0.524,Saint Petersburg,Russia,60.27N,29.19E
1963-07-01,16.714,0.307,Saint Petersburg,Russia,60.27N,29.19E
1963-08-01,16.841,0.26,Saint Petersburg,Russia,60.27N,29.19E
1963-09-01,13.511,0.238,Saint Petersburg,Russia,60.27N,29.19E
1963-10-01,6.531,0.204,Saint Petersburg,Russia,60.27N,29.19E
1963-11-01,0.839,0.401,Saint Petersburg,Russia,60.27N,29.19E
1963-12-01,-5.555,0.201,Saint Petersburg,Russia,60.27N,29.19E
1964-01-01,-3.359,0.17,Saint Petersburg,Russia,60.27N,29.19E
1964-02-01,-9.223,0.426,Saint Petersburg,Russia,60.27N,29.19E
1964-03-01,-5.716,0.628,Saint Petersburg,Russia,60.27N,29.19E
1964-04-01,2.045,0.201,Saint Petersburg,Russia,60.27N,29.19E
1964-05-01,8.579,0.337,Saint Petersburg,Russia,60.27N,29.19E
1964-06-01,14.024,0.304,Saint Petersburg,Russia,60.27N,29.19E
1964-07-01,16.314,0.176,Saint Petersburg,Russia,60.27N,29.19E
1964-08-01,14.605,0.312,Saint Petersburg,Russia,60.27N,29.19E
1964-09-01,10.614,0.145,Saint Petersburg,Russia,60.27N,29.19E
1964-10-01,7.87,0.3,Saint Petersburg,Russia,60.27N,29.19E
1964-11-01,-0.412,0.191,Saint Petersburg,Russia,60.27N,29.19E
1964-12-01,-2.371,0.176,Saint Petersburg,Russia,60.27N,29.19E
1965-01-01,-4.704,0.214,Saint Petersburg,Russia,60.27N,29.19E
1965-02-01,-9.121,0.327,Saint Petersburg,Russia,60.27N,29.19E
1965-03-01,-4.51,0.305,Saint Petersburg,Russia,60.27N,29.19E
1965-04-01,2.061,0.529,Saint Petersburg,Russia,60.27N,29.19E
1965-05-01,5.725,0.435,Saint Petersburg,Russia,60.27N,29.19E
1965-06-01,13.977,0.626,Saint Petersburg,Russia,60.27N,29.19E
1965-07-01,14.182,0.373,Saint Petersburg,Russia,60.27N,29.19E
1965-08-01,14.522,0.191,Saint Petersburg,Russia,60.27N,29.19E
1965-09-01,13.042,0.186,Saint Petersburg,Russia,60.27N,29.19E
1965-10-01,5.513,0.269,Saint Petersburg,Russia,60.27N,29.19E
1965-11-01,-3.69,0.391,Saint Petersburg,Russia,60.27N,29.19E
1965-12-01,-2.571,0.515,Saint Petersburg,Russia,60.27N,29.19E
1966-01-01,-14.528,0.527,Saint Petersburg,Russia,60.27N,29.19E
1966-02-01,-14.244,0.354,Saint Petersburg,Russia,60.27N,29.19E
1966-03-01,-3.607,0.306,Saint Petersburg,Russia,60.27N,29.19E
1966-04-01,-0.285,0.246,Saint Petersburg,Russia,60.27N,29.19E
1966-05-01,9.204,0.362,Saint Petersburg,Russia,60.27N,29.19E
1966-06-01,15.48,0.433,Saint Petersburg,Russia,60.27N,29.19E
1966-07-01,17.09,0.33,Saint Petersburg,Russia,60.27N,29.19E
1966-08-01,14.618,0.253,Saint Petersburg,Russia,60.27N,29.19E
1966-09-01,9.073,0.295,Saint Petersburg,Russia,60.27N,29.19E
1966-10-01,5.66,0.209,Saint Petersburg,Russia,60.27N,29.19E
1966-11-01,2.058,0.33,Saint Petersburg,Russia,60.27N,29.19E
1966-12-01,-6.425,0.465,Saint Petersburg,Russia,60.27N,29.19E
1967-01-01,-12.175,0.453,Saint Petersburg,Russia,60.27N,29.19E
1967-02-01,-7.052,0.274,Saint Petersburg,Russia,60.27N,29.19E
1967-03-01,0.481,0.26,Saint Petersburg,Russia,60.27N,29.19E
1967-04-01,2.812,0.186,Saint Petersburg,Russia,60.27N,29.19E
1967-05-01,9.427,0.361,Saint Petersburg,Russia,60.27N,29.19E
1967-06-01,12.59,0.209,Saint Petersburg,Russia,60.27N,29.19E
1967-07-01,16.034,0.496,Saint Petersburg,Russia,60.27N,29.19E
1967-08-01,16.605,0.375,Saint Petersburg,Russia,60.27N,29.19E
1967-09-01,12.831,0.442,Saint Petersburg,Russia,60.27N,29.19E
1967-10-01,8.761,0.141,Saint Petersburg,Russia,60.27N,29.19E
1967-11-01,3.887,0.17,Saint Petersburg,Russia,60.27N,29.19E
1967-12-01,-8.777,0.282,Saint Petersburg,Russia,60.27N,29.19E
1968-01-01,-16.36,0.355,Saint Petersburg,Russia,60.27N,29.19E
1968-02-01,-6.692,0.378,Saint Petersburg,Russia,60.27N,29.19E
1968-03-01,-1.859,0.273,Saint Petersburg,Russia,60.27N,29.19E
1968-04-01,2.702,0.3,Saint Petersburg,Russia,60.27N,29.19E
1968-05-01,7.351,0.308,Saint Petersburg,Russia,60.27N,29.19E
1968-06-01,15.266,0.477,Saint Petersburg,Russia,60.27N,29.19E
1968-07-01,13.947,0.395,Saint Petersburg,Russia,60.27N,29.19E
1968-08-01,16.541,0.233,Saint Petersburg,Russia,60.27N,29.19E
1968-09-01,10.544,0.268,Saint Petersburg,Russia,60.27N,29.19E
1968-10-01,2.73,0.257,Saint Petersburg,Russia,60.27N,29.19E
1968-11-01,-0.624,0.223,Saint Petersburg,Russia,60.27N,29.19E
1968-12-01,-2.158,0.303,Saint Petersburg,Russia,60.27N,29.19E
1969-01-01,-12.51,0.545,Saint Petersburg,Russia,60.27N,29.19E
1969-02-01,-10.532,0.467,Saint Petersburg,Russia,60.27N,29.19E
1969-03-01,-7.98,0.551,Saint Petersburg,Russia,60.27N,29.19E
1969-04-01,2.232,0.312,Saint Petersburg,Russia,60.27N,29.19E
1969-05-01,7.354,0.234,Saint Petersburg,Russia,60.27N,29.19E
1969-06-01,13.541,0.607,Saint Petersburg,Russia,60.27N,29.19E
1969-07-01,15.844,0.427,Saint Petersburg,Russia,60.27N,29.19E
1969-08-01,15.565,0.486,Saint Petersburg,Russia,60.27N,29.19E
1969-09-01,10,0.298,Saint Petersburg,Russia,60.27N,29.19E
1969-10-01,5.599,0.246,Saint Petersburg,Russia,60.27N,29.19E
1969-11-01,1.247,0.309,Saint Petersburg,Russia,60.27N,29.19E
1969-12-01,-6.064,0.525,Saint Petersburg,Russia,60.27N,29.19E
1970-01-01,-10.298,0.598,Saint Petersburg,Russia,60.27N,29.19E
1970-02-01,-11.52,0.425,Saint Petersburg,Russia,60.27N,29.19E
1970-03-01,-2.252,0.414,Saint Petersburg,Russia,60.27N,29.19E
1970-04-01,1.794,0.379,Saint Petersburg,Russia,60.27N,29.19E
1970-05-01,8.861,0.305,Saint Petersburg,Russia,60.27N,29.19E
1970-06-01,15.093,0.476,Saint Petersburg,Russia,60.27N,29.19E
1970-07-01,16.74,0.156,Saint Petersburg,Russia,60.27N,29.19E
1970-08-01,15.542,0.233,Saint Petersburg,Russia,60.27N,29.19E
1970-09-01,10.455,0.23,Saint Petersburg,Russia,60.27N,29.19E
1970-10-01,4.727,0.353,Saint Petersburg,Russia,60.27N,29.19E
1970-11-01,-0.234,0.094,Saint Petersburg,Russia,60.27N,29.19E
1970-12-01,-3.322,0.258,Saint Petersburg,Russia,60.27N,29.19E
1971-01-01,-2.054,0.248,Saint Petersburg,Russia,60.27N,29.19E
1971-02-01,-7.857,0.357,Saint Petersburg,Russia,60.27N,29.19E
1971-03-01,-5.41,0.174,Saint Petersburg,Russia,60.27N,29.19E
1971-04-01,1.156,0.182,Saint Petersburg,Russia,60.27N,29.19E
1971-05-01,8.917,0.292,Saint Petersburg,Russia,60.27N,29.19E
1971-06-01,13.016,0.174,Saint Petersburg,Russia,60.27N,29.19E
1971-07-01,16.048,0.389,Saint Petersburg,Russia,60.27N,29.19E
1971-08-01,15.76,0.172,Saint Petersburg,Russia,60.27N,29.19E
1971-09-01,9.733,0.175,Saint Petersburg,Russia,60.27N,29.19E
1971-10-01,4.586,0.274,Saint Petersburg,Russia,60.27N,29.19E
1971-11-01,-0.911,0.254,Saint Petersburg,Russia,60.27N,29.19E
1971-12-01,-3.091,0.323,Saint Petersburg,Russia,60.27N,29.19E
1972-01-01,-10.801,0.566,Saint Petersburg,Russia,60.27N,29.19E
1972-02-01,-5.102,0.381,Saint Petersburg,Russia,60.27N,29.19E
1972-03-01,-3.607,0.49,Saint Petersburg,Russia,60.27N,29.19E
1972-04-01,1.623,0.264,Saint Petersburg,Russia,60.27N,29.19E
1972-05-01,8.307,0.249,Saint Petersburg,Russia,60.27N,29.19E
1972-06-01,15.987,0.556,Saint Petersburg,Russia,60.27N,29.19E
1972-07-01,20.059,0.444,Saint Petersburg,Russia,60.27N,29.19E
1972-08-01,18.046,0.268,Saint Petersburg,Russia,60.27N,29.19E
1972-09-01,10.822,0.145,Saint Petersburg,Russia,60.27N,29.19E
1972-10-01,5.056,0.255,Saint Petersburg,Russia,60.27N,29.19E
1972-11-01,0.905,0.158,Saint Petersburg,Russia,60.27N,29.19E
1972-12-01,2.237,0.473,Saint Petersburg,Russia,60.27N,29.19E
1973-01-01,-4.239,0.512,Saint Petersburg,Russia,60.27N,29.19E
1973-02-01,-5.087,0.282,Saint Petersburg,Russia,60.27N,29.19E
1973-03-01,-2.359,0.385,Saint Petersburg,Russia,60.27N,29.19E
1973-04-01,2.975,0.327,Saint Petersburg,Russia,60.27N,29.19E
1973-05-01,9.335,0.531,Saint Petersburg,Russia,60.27N,29.19E
1973-06-01,15.577,0.363,Saint Petersburg,Russia,60.27N,29.19E
1973-07-01,18.852,0.512,Saint Petersburg,Russia,60.27N,29.19E
1973-08-01,15.026,0.339,Saint Petersburg,Russia,60.27N,29.19E
1973-09-01,7.615,0.237,Saint Petersburg,Russia,60.27N,29.19E
1973-10-01,2.988,0.347,Saint Petersburg,Russia,60.27N,29.19E
1973-11-01,-1.452,0.156,Saint Petersburg,Russia,60.27N,29.19E
1973-12-01,-6.173,0.363,Saint Petersburg,Russia,60.27N,29.19E
1974-01-01,-6.459,0.438,Saint Petersburg,Russia,60.27N,29.19E
1974-02-01,-0.488,0.389,Saint Petersburg,Russia,60.27N,29.19E
1974-03-01,-1.407,0.396,Saint Petersburg,Russia,60.27N,29.19E
1974-04-01,0.939,0.371,Saint Petersburg,Russia,60.27N,29.19E
1974-05-01,5.82,0.479,Saint Petersburg,Russia,60.27N,29.19E
1974-06-01,14.025,0.322,Saint Petersburg,Russia,60.27N,29.19E
1974-07-01,16.558,0.247,Saint Petersburg,Russia,60.27N,29.19E
1974-08-01,14.956,0.27,Saint Petersburg,Russia,60.27N,29.19E
1974-09-01,13.063,0.277,Saint Petersburg,Russia,60.27N,29.19E
1974-10-01,7.021,0.162,Saint Petersburg,Russia,60.27N,29.19E
1974-11-01,2.792,0.39,Saint Petersburg,Russia,60.27N,29.19E
1974-12-01,0.891,0.386,Saint Petersburg,Russia,60.27N,29.19E
1975-01-01,-1.732,0.295,Saint Petersburg,Russia,60.27N,29.19E
1975-02-01,-4.799,0.35,Saint Petersburg,Russia,60.27N,29.19E
1975-03-01,-0.119,0.289,Saint Petersburg,Russia,60.27N,29.19E
1975-04-01,3.34,0.193,Saint Petersburg,Russia,60.27N,29.19E
1975-05-01,11.367,0.416,Saint Petersburg,Russia,60.27N,29.19E
1975-06-01,12.713,0.444,Saint Petersburg,Russia,60.27N,29.19E
1975-07-01,17.045,0.318,Saint Petersburg,Russia,60.27N,29.19E
1975-08-01,15.72,0.318,Saint Petersburg,Russia,60.27N,29.19E
1975-09-01,13.158,0.284,Saint Petersburg,Russia,60.27N,29.19E
1975-10-01,5.151,0.291,Saint Petersburg,Russia,60.27N,29.19E
1975-11-01,0.568,0.396,Saint Petersburg,Russia,60.27N,29.19E
1975-12-01,-1.789,0.243,Saint Petersburg,Russia,60.27N,29.19E
1976-01-01,-11.466,0.165,Saint Petersburg,Russia,60.27N,29.19E
1976-02-01,-9.449,0.353,Saint Petersburg,Russia,60.27N,29.19E
1976-03-01,-5.283,0.217,Saint Petersburg,Russia,60.27N,29.19E
1976-04-01,1.008,0.239,Saint Petersburg,Russia,60.27N,29.19E
1976-05-01,9.074,0.63,Saint Petersburg,Russia,60.27N,29.19E
1976-06-01,10.898,0.397,Saint Petersburg,Russia,60.27N,29.19E
1976-07-01,15.271,0.385,Saint Petersburg,Russia,60.27N,29.19E
1976-08-01,14.231,0.282,Saint Petersburg,Russia,60.27N,29.19E
1976-09-01,8.835,0.221,Saint Petersburg,Russia,60.27N,29.19E
1976-10-01,0.865,0.398,Saint Petersburg,Russia,60.27N,29.19E
1976-11-01,0.784,0.227,Saint Petersburg,Russia,60.27N,29.19E
1976-12-01,-3.581,0.247,Saint Petersburg,Russia,60.27N,29.19E
1977-01-01,-7.331,0.317,Saint Petersburg,Russia,60.27N,29.19E
1977-02-01,-8.949,0.553,Saint Petersburg,Russia,60.27N,29.19E
1977-03-01,-3.286,0.217,Saint Petersburg,Russia,60.27N,29.19E
1977-04-01,2.07,0.205,Saint Petersburg,Russia,60.27N,29.19E
1977-05-01,9.15,0.314,Saint Petersburg,Russia,60.27N,29.19E
1977-06-01,13.803,0.311,Saint Petersburg,Russia,60.27N,29.19E
1977-07-01,15.584,0.275,Saint Petersburg,Russia,60.27N,29.19E
1977-08-01,14.816,0.325,Saint Petersburg,Russia,60.27N,29.19E
1977-09-01,9.086,0.282,Saint Petersburg,Russia,60.27N,29.19E
1977-10-01,4.691,0.342,Saint Petersburg,Russia,60.27N,29.19E
1977-11-01,2.83,0.334,Saint Petersburg,Russia,60.27N,29.19E
1977-12-01,-5.109,0.296,Saint Petersburg,Russia,60.27N,29.19E
1978-01-01,-7.432,0.309,Saint Petersburg,Russia,60.27N,29.19E
1978-02-01,-12.479,0.392,Saint Petersburg,Russia,60.27N,29.19E
1978-03-01,-2.607,0.33,Saint Petersburg,Russia,60.27N,29.19E
1978-04-01,0.897,0.381,Saint Petersburg,Russia,60.27N,29.19E
1978-05-01,8.938,0.392,Saint Petersburg,Russia,60.27N,29.19E
1978-06-01,13.017,0.348,Saint Petersburg,Russia,60.27N,29.19E
1978-07-01,15.21,0.362,Saint Petersburg,Russia,60.27N,29.19E
1978-08-01,13.958,0.216,Saint Petersburg,Russia,60.27N,29.19E
1978-09-01,9.295,0.133,Saint Petersburg,Russia,60.27N,29.19E
1978-10-01,4.071,0.277,Saint Petersburg,Russia,60.27N,29.19E
1978-11-01,3.069,0.37,Saint Petersburg,Russia,60.27N,29.19E
1978-12-01,-13.588,0.291,Saint Petersburg,Russia,60.27N,29.19E
1979-01-01,-9.24,0.285,Saint Petersburg,Russia,60.27N,29.19E
1979-02-01,-11.05,0.392,Saint Petersburg,Russia,60.27N,29.19E
1979-03-01,-2.035,0.197,Saint Petersburg,Russia,60.27N,29.19E
1979-04-01,0.764,0.314,Saint Petersburg,Russia,60.27N,29.19E
1979-05-01,10.491,0.546,Saint Petersburg,Russia,60.27N,29.19E
1979-06-01,14.48,0.137,Saint Petersburg,Russia,60.27N,29.19E
1979-07-01,15.093,0.286,Saint Petersburg,Russia,60.27N,29.19E
1979-08-01,16.275,0.237,Saint Petersburg,Russia,60.27N,29.19E
1979-09-01,10.397,0.123,Saint Petersburg,Russia,60.27N,29.19E
1979-10-01,4.648,0.135,Saint Petersburg,Russia,60.27N,29.19E
1979-11-01,2.139,0.168,Saint Petersburg,Russia,60.27N,29.19E
1979-12-01,-3.235,0.257,Saint Petersburg,Russia,60.27N,29.19E
1980-01-01,-9.113,0.157,Saint Petersburg,Russia,60.27N,29.19E
1980-02-01,-8.796,0.276,Saint Petersburg,Russia,60.27N,29.19E
1980-03-01,-6.788,0.289,Saint Petersburg,Russia,60.27N,29.19E
1980-04-01,3.262,0.223,Saint Petersburg,Russia,60.27N,29.19E
1980-05-01,6.192,0.381,Saint Petersburg,Russia,60.27N,29.19E
1980-06-01,16.374,0.242,Saint Petersburg,Russia,60.27N,29.19E
1980-07-01,16.051,0.273,Saint Petersburg,Russia,60.27N,29.19E
1980-08-01,14.75,0.301,Saint Petersburg,Russia,60.27N,29.19E
1980-09-01,10.767,0.18,Saint Petersburg,Russia,60.27N,29.19E
1980-10-01,5.836,0.214,Saint Petersburg,Russia,60.27N,29.19E
1980-11-01,-1.457,0.244,Saint Petersburg,Russia,60.27N,29.19E
1980-12-01,-3.208,0.333,Saint Petersburg,Russia,60.27N,29.19E
